blue red 0 slash 0.5666773160000957,7
blue red 0 slash 1.0986729339999783,7
blue blue 1 z 0.6114044170001307,7
green green 1 z 0.9064470119999442,7
yellow yellow 1 z 0.6271653530000094,7
yellow green 0 z 0.20390089199986505,7
red red 1 z 1.3805031920001056,7
green yellow 0 slash 1.3479619029999412,7
green yellow 0 slash 1.5541520550000314,7
red blue 0 slash 1.2383292730000903,7
yellow red 0 slash 1.4979011909999826,7
yellow blue 0 slash 1.3059947670001293,7
green red 0 slash 1.007851144000142,7
blue blue 1 z 1.2134603199999674,7
yellow green 0 slash 0.787222378000024,7
blue blue 1 z 0.5978792250000424,7
green yellow 0 slash 0.8392137760001788,7
blue green 0 slash 0.697626137000043,8
yellow yellow 1 z 0.6814724570001545,8
green blue 0 slash 0.5583203829999093,8
blue green 0 slash 0.8374012009999205,8
yellow red 0 slash 0.6521341390000543,8
green red 0 slash 0.6217249290000382,8
yellow green 0 slash 0.6556297690001429,8
red yellow 0 slash 0.5586918599999535,8
green red 0 slash 0.6910521400000107,8
yellow yellow 1 z 0.8372307949998685,8
red red 1 z 0.8113602350001656,8
green blue 0 slash 0.7275603040000078,8
yellow yellow 1 z 0.7522703870001806,8
yellow red 0 slash 0.609761791999972,8
blue red 0 slash 0.9521452670001054,8
red blue 0 slash 0.6877262320001591,8
blue yellow 0 slash 0.8206965229999241,8
red yellow 0 slash 0.5811736729999666,8
blue blue 1 z 0.9694750269998167,8
blue blue 1 z 1.4846756130000358,8
red red 1 z 0.7782233080000651,9
green red 0 slash 0.542763218999994,9
green red 0 slash 1.0652352539999583,9
yellow green 0 slash 0.9191570079999565,9
red blue 0 slash 0.694481484999983,9
red blue 0 slash 1.525869211999975,9
blue blue 1 z 0.6902747139999974,9
red yellow 0 slash 0.7094147720000592,9
blue yellow 0 slash 1.3585964019999892,9
red blue 0 slash 0.7036724430000731,9
red red 1 z 0.5504437580000285,9
red yellow 0 slash 1.125165561000017,9
green yellow 0 slash 0.8218720959999928,9
green blue 0 slash 0.886441313999967,9
yellow yellow 1 z 0.7717362480000247,9
blue yellow 0 slash 0.6325491380000585,9
yellow blue 0 slash 1.3492623140000433,9
red yellow 0 slash 0.6797221919999856,9
green yellow 0 slash 0.5362527659999614,9
yellow green 0 slash 0.7295767870000418,9
green red 0 slash 1.2869110760075273,10
green yellow 0 slash 0.7894466610014206,10
blue green 0 slash 0.6210777219966985,10
green yellow 0 slash 0.605112042001565,10
red yellow 0 slash 0.6197706679959083,10
yellow blue 0 slash 0.576560891000554,10
green red 0 slash 0.776014393006335,10
red yellow 0 slash 0.6533630959893344,10
blue yellow 0 slash 0.605690725002205,10
blue green 0 slash 0.700388068013126,10
red blue 0 slash 0.6864396379969548,10
yellow green 0 slash 0.612252063001506,10
red yellow 0 slash 0.6946602980024181,10
blue yellow 0 slash 0.6907621560094412,10
red red 1 z 0.84173726598965,10
yellow green 0 slash 0.5094243490020745,10
green yellow 0 slash 0.8491092399926856,10
red blue 0 slash 0.6265534339909209,10
red yellow 0 slash 0.6901936280046357,10
green blue 0 slash 0.7103404460067395,10
green green 1 z 0.9495775000000322,11
red red 1 z 0.7160224459998972,11
red yellow 0 slash 0.6604007040000397,11
yellow green 0 slash 1.1153276099998948,11
red yellow 0 slash 0.7322335550002208,11
blue blue 1 z 0.9957451339996624,11
blue red 0 slash 0.6044138289998955,11
blue blue 1 z 0.643817124999714,11
red blue 0 slash 0.9639393329998711,11
yellow green 0 slash 0.619478787999924,11
yellow red 0 slash 0.6678215810002257,11
red blue 0 slash 0.7799718460000804,11
blue blue 1 z 0.5398413450002408,11
yellow blue 0 slash 0.6358451270002661,11
red yellow 0 slash 0.6920115039997654,11
green red 0 slash 0.6359242970002015,11
yellow blue 0 slash 0.588337975000286,11
yellow yellow 1 z 0.7640707330001533,11
green red 0 slash 1.1647080289999394,11
red yellow 0 slash 0.8682005939999726,11
blue blue 1 z 0.8214907849996962,12
red blue 0 slash 0.8285076120000667,12
green green 1 z 0.8199540959999467,12
yellow green 0 slash 0.8679672640000717,12
red blue 0 slash 0.741129144000297,12
green green 1 z 0.7409117349998269,12
blue red 0 slash 0.6692659790001017,12
red green 0 slash 0.7012724659998639,12
red blue 0 slash 0.6448389809997934,12
yellow blue 0 slash 0.7248091920000661,12
yellow green 0 slash 0.5968614359999265,12
green blue 0 slash 0.6848827509998046,12
yellow green 0 slash 0.8129481210003178,12
red blue 0 slash 0.7812596329999906,12
green blue 0 slash 0.6207563230000233,12
yellow blue 0 slash 0.7168908730000112,12
yellow yellow 1 z 0.684807716999785,12
yellow red 0 slash 0.6683133540000199,12
green yellow 0 slash 0.7568960329999754,12
blue blue 1 z 0.8372512070000084,12
green red 0 slash 0.9644762730022194,13
yellow blue 0 slash 0.537962886999594,13
blue blue 1 z 0.7524034850066528,13
blue yellow 0 slash 0.6015808840020327,13
red yellow 0 slash 0.5406839710049098,13
green blue 0 slash 0.5875821160007035,13
red blue 0 slash 0.6085921539925039,13
yellow red 0 slash 0.5662672289909096,13
yellow green 0 slash 0.6219386769953417,13
green yellow 0 slash 0.7110120730067138,13
yellow yellow 1 z 0.592029196996009,13
blue red 0 slash 0.4645545430103084,13
green blue 0 slash 0.5950173160090344,13
red green 0 slash 0.5783199740108103,13
red blue 0 slash 0.7377536690037232,13
blue blue 1 z 0.6982158140017418,13
green red 0 slash 0.5523929319897434,13
yellow red 0 slash 0.5504137759999139,13
yellow red 0 slash 1.3305855549988337,13
green yellow 0 slash 0.9521776570036309,13
red green 0 slash 0.8617565859999559,14
red green 0 slash 2.2840400549998776,14
yellow yellow 1 z 0.8185255230000621,14
green blue 0 slash 0.8910176270001102,14
red green 0 slash 1.211984910999945,14
blue yellow 0 slash 0.723421297999721,14
red red 1 z 0.9324843780000265,14
red green 0 slash 0.7485260250000465,14
blue red 0 slash 0.7641296530000545,14
red blue 0 slash 0.8766059039999163,14
green green 1 z 0.716127011000026,14
yellow blue 0 slash 0.692586657999982,14
blue yellow 0 slash 0.8283275639996646,14
green blue 0 slash 0.7958913790002953,14
green blue 0 slash 1.9810066249997362,14
red red 1 z 0.9647463979999884,14
red yellow 0 slash 0.652569307000249,14
yellow blue 0 slash 0.8357547679997879,14
red yellow 0 slash 0.7485472529997423,14
red red 1 z 0.6605235809997794,14
yellow red 0 slash 0.8334269330000552,15
red yellow 0 slash 0.7462095770000587,15
red red 1 z 0.5380742949998876,15
green blue 0 slash 0.6005974899999273,15
red green 0 slash 0.7494062409999742,15
red green 0 slash 1.8962740150000172,15
yellow blue 0 slash 0.660382337000101,15
green green 1 z 0.9215327330000491,15
blue red 0 slash 0.7311897619999854,15
blue green 0 slash 0.7295980460000919,15
blue red 0 slash 0.6402101030000722,15
yellow blue 0 slash 0.7357271250000395,15
red yellow 0 slash 0.9295750520000183,15
red yellow 0 slash 1.3269636620000256,15
blue yellow 0 slash 0.7322881110001163,15
blue yellow 0 slash 1.1063895709999088,15
blue blue 1 z 1.3192287879999185,15
green green 1 z 1.0869110470000578,15
blue blue 1 z 0.6800334590000148,15
yellow yellow 1 z 0.8357728820001284,15
yellow yellow 1 z 1.2452345849997073,16
blue red 0 slash 0.9240484480001214,16
blue yellow 0 slash 0.9487112859997069,16
yellow green 0 slash 1.0205024000001686,16
yellow red 0 slash 0.8523763050002344,16
blue blue 1 z 0.8288011770000594,16
blue blue 1 z 1.6366800189998685,16
red green 0 slash 1.1077814620002755,16
green blue 0 slash 1.5315529290000995,16
blue blue 1 z 0.812279462999868,16
yellow red 0 slash 0.8042055509999955,16
yellow blue 0 slash 0.8121162829997957,16
yellow yellow 1 z 0.7403411889999916,16
green red 0 slash 1.1562600470001598,16
blue red 0 slash 0.7642293600001722,16
blue red 0 slash 0.6928992240000298,16
red yellow 0 slash 1.260779072999867,16
yellow green 0 slash 0.7483414550001726,16
red blue 0 slash 0.9568861269999616,16
blue yellow 0 slash 0.8208540450000328,16
yellow yellow 1 z 1.0606513730000415,17
blue blue 1 z 0.8554231800000025,17
green red 0 slash 0.5895338149999816,17
yellow blue 0 slash 0.6703028629999608,17
red blue 0 slash 0.5789489580000691,17
yellow blue 0 slash 0.8886740990000135,17
blue blue 1 z 0.5220544610000388,17
red yellow 0 slash 0.5823599279999598,17
yellow red 0 slash 1.0999943779999057,17
green blue 0 slash 0.7432394190000196,17
blue red 0 slash 0.7423252370000455,17
yellow red 0 slash 0.8464767030000075,17
green green 1 z 0.6863553169999932,17
red blue 0 slash 0.592903829000079,17
yellow green 0 slash 0.6740754519998973,17
red green 0 slash 0.6526643390000118,17
yellow yellow 1 z 0.6111134379999612,17
yellow yellow 1 z 2.7929780949999667,17
blue yellow 0 slash 2.9769269050000275,17
green green 1 z 0.7893706280000288,17
yellow green 0 slash 1.0688166030000161,18
red green 0 slash 0.6464421599999923,18
blue red 0 slash 0.6489346670000486,18
green red 0 slash 0.7965827730000115,18
yellow green 0 slash 0.8209705460000123,18
red green 0 slash 0.9757683189999966,18
red blue 0 slash 0.7699739239999985,18
yellow blue 0 slash 1.7751200090000339,18
red green 0 slash 1.0589839400000187,18
yellow green 0 slash 0.6785952500000008,18
yellow green 0 slash 3.36106302099995,18
blue red 0 slash 1.8234593980000113,18
blue red 0 slash 0.9107773850000171,18
green red 0 slash 1.6971268589999795,18
yellow yellow 1 z 0.7942386950000468,18
green yellow 0 slash 0.7018319800000086,18
blue yellow 0 slash 0.9013727430000245,18
green red 0 slash 0.7178401929999723,18
blue green 0 slash 0.8650026010000147,18
blue green 0 slash 1.4810969380000074,18
red yellow 0 slash 0.6688067280047107,19
green red 0 slash 0.7093836659914814,19
green red 0 slash 1.33906672601006,19
red blue 0 slash 1.237795068998821,19
yellow blue 0 slash 0.545039420001558,19
yellow yellow 1 z 0.8434212030115305,19
blue yellow 0 slash 0.7084180590027245,19
yellow green 0 slash 0.5792359309998574,19
yellow green 0 slash 0.7093924560031155,19
red green 0 slash 0.6236735180136748,19
blue yellow 0 slash 0.9404054789920337,19
yellow yellow 1 z 0.6875921049941098,19
blue green 0 slash 0.8075957230030326,19
yellow yellow 1 z 0.8116235180059448,19
red yellow 0 slash 0.9489497350004967,19
blue red 0 slash 0.498321847000625,19
blue red 0 slash 0.7136025869986042,19
blue blue 1 z 1.0560590219974983,19
blue yellow 0 slash 0.37911560700740665,19
green blue 0 slash 0.6596544849890051,19
red yellow 0 slash 0.8295721439999397,20
green yellow 0 slash 0.6914280539999709,20
blue yellow 0 slash 0.6199206870001035,20
green blue 0 slash 0.6685481770000479,20
blue blue 1 z 0.6764660999997432,20
yellow blue 0 slash 0.7237190420000843,20
yellow blue 0 slash 1.0043837849998454,20
red blue 0 slash 0.6043360170001506,20
yellow yellow 1 z 0.8833984889997737,20
blue blue 1 z 0.7247510759998477,20
green red 0 slash 0.7165321379998204,20
yellow green 0 slash 0.8922330169998531,20
red red 1 z 0.7084662870001921,20
yellow blue 0 slash 0.7082570520001354,20
yellow red 0 slash 0.7241991959999723,20
yellow blue 0 slash 0.5562193270002354,20
green blue 0 slash 0.7241081520000989,20
red green 0 slash 0.7161483919999228,20
green green 1 z 0.7802555949997441,20
green red 0 slash 0.7002326359997824,20
